"ID","time","filter_1","filter_2","grade_group","age","sex","b1_1","b1_2","b1_3","b1_4","b1_5","b2_1","b2_2","b2_3","b3_1","b3_2","b3_3","b4_1","b4_2","b4_3","b4_4","b5_1","b5_2","b5_3","b6_1","b6_2","b6_3","b7_1","b7_2","b7_3","b7_4","b8_1","b8_2","b8_3","b9_1","b9_2","b9_3","b1","b2","b3","b4","b5","b6","b7","b8","b9","","","","",""
"2003700058","12.03.2025 11:26:16","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003701763","12.03.2025 11:27:48","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003720695","12.03.2025 11:44:03","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003722477","12.03.2025 11:45:37","Да","Да","более 3 лет","","Мужской","5","4","5","5","3","4","5","5","5","2","4","3","4","4","5","4","5","5","5","5","4","5","5","3","1","1","3","4","4","3","5","Развитие","Коллектив и атмосфера","","","Корпоративная культура","Интерес к работе","Финансовая мотивация","","","","","","",""
"2003724088","12.03.2025 11:47:02","Да","Да","1–3 года","23.00","Мужской","5","4","4","4","5","3","4","4","5","3","4","3","4","5","2","3","5","4","5","5","3","2","4","4","4","3","4","4","4","4","4","Развитие","Коллектив и атмосфера","","","","Интерес к работе","","","","","","","",""
"2003729592","12.03.2025 11:51:59","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003738669","12.03.2025 12:00:09","Да","Да","более 3 лет","50.00","Мужской","5","1","3","4","5","2","3","1","5","3","4","1","5","5","1","1","1","3","3","3","3","4","5","3","5","3","3","3","2","1","5","","","","","","Интерес к работе","","","","","","","",""
"2003741947","12.03.2025 12:02:58","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003746858","12.03.2025 12:07:20","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003747378","12.03.2025 12:07:48","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003748838","12.03.2025 12:09:04","Да","Да","более 3 лет","30.00","Мужской","5","5","4","2","5","5","5","5","5","4","5","3","5","2","2","2","5","3","5","5","5","5","5","5","2","5","5","4","5","5","5","Развитие","","","","","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2003749680","12.03.2025 12:09:52","Да","Да","1–3 года","20.00","Мужской","5","5","4","3","5","4","4","3","5","3","3","4","5","5","5","1","3","4","4","4","4","4","5","5","5","5","5","5","5","5","5","Развитие","","Стабильность","Условия работы","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2003771824","12.03.2025 12:29:28","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2003792939","12.03.2025 12:47:59","Да","Да","1–3 года","21.00","Женский","3","5","5","4","4","5","5","3","4","2","5","5","5","5","3","2","5","5","5","5","3","5","5","5","3","4","2","2","5","5","5","","Коллектив и атмосфера","","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2003792939","12.03.2025 13:12:59","Да","Да","более 3 лет","","Женский","4","5","5","5","5","4","1","5","4","4","2","3","5","5","3","4","2","5","3","5","4","5","5","5","5","5","5","4","4","3","5","Развитие","","","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2003892030","12.03.2025 13:43:39","Да","Да","более 3 лет","35.00","Мужской","4","2","3","4","5","2","3","4","5","3","4","3","4","3","1","1","4","5","4","5","4","5","5","2","5","3","5","3","4","4","5","","","","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2003948488","12.03.2025 13:57:39","Да","Да","1–3 года","20.00","Мужской","4","4","5","4","4","5","5","3","5","5","5","3","5","5","4","3","5","5","5","5","4","5","5","5","5","5","3","2","5","5","5","","Коллектив и атмосфера","","Условия работы","","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2003969176","12.03.2025 14:02:44","Да","Да","1–3 года","-4.00","Женский","1","1","2","2","1","2","3","1","2","3","2","2","2","2","2","1","2","1","1","1","1","1","1","1","1","1","1","2","1","2","2","","","","","Корпоративная культура","","","","","","","","",""
"2004001746","12.03.2025 14:10:48","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004016715","12.03.2025 14:14:22","Да","Да","1–3 года","22.00","Мужской","3","5","5","1","5","5","5","5","5","3","5","4","4","5","4","1","3","5","5","5","5","5","5","5","5","5","4","5","5","5","5","Развитие","","","","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004104132","12.03.2025 14:35:32","Да","Да","более 3 лет","20.00","Мужской","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004120134","12.03.2025 14:39:24","Да","Да","1–3 года","26.00","Мужской","3","1","5","3","5","4","5","3","4","5","5","3","5","5","1","1","4","4","4","5","5","5","5","5","3","2","4","4","5","5","5","Развитие","","","Условия работы","","","Финансовая мотивация","","","","","","",""
"2004198974","12.03.2025 15:34:21","Да","Да","более 3 лет","","Мужской","5","4","5","4","5","4","5","4","4","3","1","4","5","5","4","3","5","2","5","3","4","5","4","4","4","5","3","3","3","5","5","Развитие","","","Условия работы","","","","","Руководство","","","","",""
"2004403236","12.03.2025 17:56:43","Да","Да","более 3 лет","","Мужской","5","4","5","5","5","3","5","4","3","1","3","4","4","5","4","5","3","3","5","4","3","5","4","4","4","5","3","5","5","5","5","Развитие","","","","","","","Баланс работы и личной жизни","","","","","",""
"2004527391","12.03.2025 19:23:15","Да","Да","более 3 лет","","Мужской","5","4","5","3","5","5","5","5","5","4","4","3","4","5","3","2","4","3","3","5","3","4","5","5","5","5","4","3","5","5","4","Развитие","Коллектив и атмосфера","","","","","Финансовая мотивация","","","","","","",""
"2004675315","12.03.2025 21:06:21","Да","Да","1–3 года","19.00","Женский","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","3","1","5","5","5","3","5","5","5","5","5","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","Руководство","","","","",""
"2004699680","12.03.2025 21:45:32","Да","Да","более 3 лет","","Женский","3","5","5","5","4","2","4","5","5","5","4","2","4","4","5","2","5","5","5","5","1","4","5","5","3","4","2","5","4","4","4","Развитие","","","","Корпоративная культура","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004700105","12.03.2025 21:46:13","Да","Да","более 3 лет","34.00","Мужской","3","3","5","3","5","3","5","5","5","5","5","3","5","5","3","1","4","5","5","5","5","5","5","5","5","3","5","5","5","5","5","Развитие","","Стабильность","Условия работы","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","Руководство","","","","",""
"2004704605","12.03.2025 21:53:54","Да","Да","более 3 лет","21.00","Женский","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","Корпоративная культура","","","","","","","","",""
"2004709139","12.03.2025 22:02:07","Да","Да","менее 1 года","21.00","Мужской","2","3","3","3","3","4","4","3","3","4","4","3","4","4","4","3","4","4","4","4","4","4","3","5","5","5","5","5","5","4","5","","","Стабильность","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004718772","12.03.2025 22:21:21","Да","Да","менее 1 года","20.00","Мужской","5","4","5","5","5","4","4","3","4","4","4","4","4","4","5","5","3","4","4","4","4","3","3","5","5","3","4","4","4","4","4","Развитие","","","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004719150","12.03.2025 22:22:08","Да","Да","1–3 года","21.00","Мужской","5","5","5","5","5","4","5","4","4","4","4","4","4","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","","Коллектив и атмосфера","Стабильность","Условия работы","","Интерес к работе","","Баланс работы и личной жизни","","","","","",""
"2004719243","12.03.2025 22:22:20","Да","Да","1–3 года","22.00","Женский","5","5","5","4","5","4","4","5","3","3","3","5","4","5","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Развитие","","Стабильность","","","","Финансовая мотивация","","Руководство","","","","",""
"2004719378","12.03.2025 22:22:35","Да","Да","менее 1 года","21.00","Мужской","3","4","3","3","4","5","3","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","","Коллектив и атмосфера","Стабильность","Условия работы","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004719710","12.03.2025 22:23:15","Да","Да","1–3 года","22.00","Мужской","4","3","4","4","5","4","4","5","5","4","3","4","4","4","4","1","3","4","4","4","3","4","5","5","4","4","4","4","4","4","5","","Коллектив и атмосфера","","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004720105","12.03.2025 22:24:01","Да","Да","1–3 года","20.00","Мужской","4","2","4","4","4","5","4","4","5","5","3","4","5","5","4","3","4","5","5","5","5","5","5","5","5","5","4","4","5","5","5","Развитие","Коллектив и атмосфера","","Условия работы","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004722830","12.03.2025 22:29:36","Да","Да","менее 1 года","20.00","Мужской","3","2","5","3","5","5","5","4","4","2","1","5","4","3","3","4","5","5","4","4","5","2","3","5","3","5","5","5","5","4","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","","","","","","","",""
"2004723210","12.03.2025 22:30:21","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004723854","12.03.2025 22:31:42","Да","Да","менее 1 года","20.00","Мужской","5","3","5","5","5","5","5","5","5","5","4","4","4","5","2","1","4","4","5","5","3","1","1","5","1","5","3","5","5","5","5","Развитие","Коллектив и атмосфера","","","","","","","","","","","",""
"2004724261","12.03.2025 22:32:33","Да","Да","менее 1 года","21.00","Мужской","5","4","3","3","4","5","4","5","5","5","3","3","3","3","2","1","3","3","3","4","3","3","1","5","1","3","5","3","4","5","5","Развитие","","","","","Интерес к работе","","","Руководство","","","","",""
"2004725778","12.03.2025 22:35:57","Да","Да","менее 1 года","23.00","Женский","5","4","5","4","5","5","5","4","5","5","2","5","5","4","2","2","4","3","4","5","4","4","5","4","5","2","1","3","5","5","5","Развитие","","Стабильность","","","Интерес к работе","","","","","","","",""
"2004727415","12.03.2025 22:39:20","Да","Да","1–3 года","23.00","Мужской","4","2","5","2","5","4","4","4","2","2","5","5","5","3","3","1","4","4","3","4","4","5","5","5","5","4","5","2","5","5","5","Развитие","","","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004727442","12.03.2025 22:39:22","Да","Да","1–3 года","23.00","Мужской","5","3","5","5","4","4","5","5","5","5","5","5","5","5","5","4","4","5","5","4","4","4","5","5","5","5","5","4","5","5","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","Руководство","","","","",""
"2004727755","12.03.2025 22:39:57","Да","Да","менее 1 года","19.00","Женский","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","Корпоративная культура","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004728006","12.03.2025 22:40:26","Да","Да","1–3 года","23.00","Мужской","5","1","4","4","5","5","3","5","5","5","3","1","4","5","2","2","5","5","5","5","5","4","4","5","2","1","5","3","5","5","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","","","","","","","",""
"2004728118","12.03.2025 22:40:41","Да","Да","1–3 года","21.00","Женский","5","4","5","5","5","5","4","5","4","2","2","4","4","4","4","3","4","4","5","5","4","4","4","5","3","3","3","3","4","4","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","","Баланс работы и личной жизни","","","","","",""
"2004728553","12.03.2025 22:41:37","Да","Да","1–3 года","22.00","Женский","4","4","5","5","5","5","5","3","5","4","4","4","4","4","2","4","5","5","5","5","5","4","5","5","5","5","4","4","5","5","5","Развитие","","","Условия работы","","","","Баланс работы и личной жизни","","","","","",""
"2004729873","12.03.2025 22:44:35","Да","Да","менее 1 года","21.00","Мужской","4","4","5","4","4","5","4","3","4","3","4","2","5","3","3","2","4","3","4","5","5","5","5","5","5","5","4","5","5","4","5","Развитие","","","","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004732107","12.03.2025 22:49:42","Да","Да","1–3 года","24.00","Мужской","4","3","5","4","5","4","4","5","4","3","4","3","4","4","2","3","5","4","5","5","5","5","5","5","3","4","4","3","5","5","5","Развитие","Коллектив и атмосфера","","","","","Финансовая мотивация","","","","","","",""
"2004732863","12.03.2025 22:51:28","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004733086","12.03.2025 22:51:58","Да","Да","менее 1 года","20.00","Мужской","4","3","4","5","5","4","4","4","3","4","4","5","5","5","2","2","4","5","5","5","5","5","3","5","3","4","4","4","5","5","5","Развитие","","","","","Интерес к работе","","","","","","","",""
"2004733880","12.03.2025 22:53:49","Да","Да","1–3 года","22.00","Женский","5","5","5","5","5","5","5","5","3","5","3","5","5","5","4","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","","Условия работы","Корпоративная культура","Интерес к работе","","","","","","","",""
"2004734096","12.03.2025 22:54:22","Да","Да","1–3 года","21.00","Женский","3","4","3","3","5","5","4","3","5","3","4","4","5","5","3","3","4","4","5","5","5","4","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","","Условия работы","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004736491","12.03.2025 23:00:22","Да","Да","1–3 года","22.00","Женский","4","3","5","5","5","5","5","5","5","4","4","5","5","5","5","5","5","5","4","5","5","5","4","5","4","4","5","4","5","5","5","Развитие","","","Условия работы","","Интерес к работе","","","","","","","",""
"2004737195","12.03.2025 23:02:13","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004737705","12.03.2025 23:03:34","Да","Да","1–3 года","22.00","Женский","5","5","5","5","5","5","5","5","4","4","3","5","3","3","3","5","5","5","5","5","5","5","5","5","4","5","5","2","4","5","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004740535","12.03.2025 23:11:26","Да","Да","1–3 года","21.00","Мужской","5","5","5","5","5","5","5","5","3","5","5","5","5","4","4","2","5","5","5","5","4","4","1","5","2","5","1","2","4","5","5","Развитие","Коллектив и атмосфера","","Условия работы","Корпоративная культура","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2004741042","12.03.2025 23:12:54","Да","Да","более 3 лет","","Мужской","5","2","4","5","4","5","4","5","4","4","3","4","4","2","4","1","2","4","4","4","5","4","5","4","5","4","4","3","4","1","5","Развитие","Коллектив и атмосфера","","","","","Финансовая мотивация","","","","","","",""
"2004741176","12.03.2025 23:13:11","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2004743043","12.03.2025 23:19:01","Да","Да","1–3 года","21.00","Мужской","2","3","4","3","5","4","4","3","4","3","5","4","5","4","5","3","4","5","5","5","3","4","5","5","5","4","4","3","4","2","4","Развитие","","","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004743854","12.03.2025 23:21:43","Да","Да","1–3 года","22.00","Мужской","5","3","4","5","5","4","4","4","5","4","3","4","4","4","5","3","3","3","4","4","4","4","5","5","5","4","4","4","4","4","4","","Коллектив и атмосфера","Стабильность","","","Интерес к работе","","","","","","","",""
"2004744333","12.03.2025 23:23:15","Да","Да","менее 1 года","21.00","Женский","4","2","5","4","5","5","5","5","5","5","4","5","5","4","5","5","5","5","5","5","5","5","5","5","4","5","5","3","5","5","5","","Коллектив и атмосфера","","","Корпоративная культура","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2004745066","12.03.2025 23:25:35","Да","Да","менее 1 года","21.00","Женский","4","4","4","4","5","5","5","3","5","5","4","4","4","5","2","2","3","3","5","5","5","5","5","5","4","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","Стабильность","","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004746628","12.03.2025 23:31:00","Да","Да","1–3 года","21.00","Мужской","5","5","4","4","5","4","5","3","2","3","2","2","2","1","3","1","3","5","4","5","5","4","5","5","2","5","4","4","4","5","5","Развитие","","","","Корпоративная культура","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004746736","12.03.2025 23:31:21","Да","Да","1–3 года","21.00","Женский","3","5","5","5","5","5","5","4","5","4","4","4","5","5","2","3","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","Развитие","","Стабильность","","","","","Баланс работы и личной жизни","","","","","",""
"2004748126","12.03.2025 23:36:21","Да","Да","1–3 года","21.00","Мужской","5","3","4","5","5","4","5","4","3","4","5","5","5","5","2","2","4","4","5","5","5","4","4","5","3","5","5","5","5","5","5","Развитие","","","","","Интерес к работе","","Баланс работы и личной жизни","","","","","",""
"2004750423","12.03.2025 23:44:30","Да","Да","1–3 года","22.00","Женский","3","3","5","2","5","5","5","5","5","5","5","5","5","5","5","3","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","","Условия работы","","Интерес к работе","","Баланс работы и личной жизни","Руководство","","","","",""
"2004754909","13.03.2025 0:01:33","Да","Да","1–3 года","21.00","Женский","3","5","5","4","5","5","5","4","4","4","5","4","4","5","4","3","4","5","5","5","4","5","5","5","5","4","5","4","5","5","5","","","","","","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2004755508","13.03.2025 0:04:07","Да","Да","1–3 года","21.00","Мужской","1","1","3","3","3","3","3","3","4","4","4","2","2","2","2","1","1","1","1","4","4","5","5","5","3","5","5","5","5","5","5","","","","","","","Финансовая мотивация","","","","","","",""
"2004765496","13.03.2025 0:55:18","Да","Да","менее 1 года","21.00","Мужской","4","2","4","4","4","4","3","4","3","3","2","4","4","2","4","3","3","3","4","4","4","3","3","4","5","4","4","4","4","4","4","Развитие","","","","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004813918","13.03.2025 6:05:44","Да","Да","менее 1 года","20.00","Мужской","3","4","2","4","4","5","4","5","4","4","2","5","5","5","5","2","3","3","4","4","3","5","5","5","5","5","5","5","5","5","5","","","","Условия работы","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2004863988","13.03.2025 7:48:34","Да","Да","1–3 года","24.00","Мужской","5","4","5","5","5","4","5","5","3","4","3","5","5","5","5","5","5","2","5","5","5","5","3","5","3","3","3","2","5","5","5","Развитие","","","","","Интерес к работе","Финансовая мотивация","","Руководство","","","","",""
"2004883738","13.03.2025 8:12:59","Да","Да","более 3 лет","","Мужской","4","4","3","5","5","2","5","5","4","5","4","3","5","3","1","1","4","4","4","3","4","5","5","5","3","4","5","2","5","3","5","Развитие","Коллектив и атмосфера","","","","","Финансовая мотивация","","","","","","",""
"2004921042","13.03.2025 8:59:06","Да","Да","менее 1 года","16.00","Мужской","3","3","5","5","5","5","3","2","4","5","3","5","5","5","5","4","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","","","","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2004946379","13.03.2025 9:25:56","Да","Да","1–3 года","20.00","Мужской","3","4","5","4","4","4","4","4","5","4","4","5","4","3","3","4","4","4","4","4","4","4","4","4","3","3","3","3","4","4","4","Развитие","","Стабильность","Условия работы","","Интерес к работе","","","Руководство","","","","",""
"2004954894","13.03.2025 9:34:21","Да","Да","более 3 лет","","Мужской","3","5","2","5","5","4","5","5","4","3","1","4","4","4","3","3","4","3","3","5","4","5","4","3","2","5","4","5","5","3","5","Развитие","Коллектив и атмосфера","","","","","","Баланс работы и личной жизни","Руководство","","","","",""
"2004960425","13.03.2025 9:39:49","Да","Да","более 3 лет","22.00","Мужской","4","4","5","4","4","5","5","5","5","5","3","3","5","5","5","4","4","5","5","5","5","4","4","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2005043014","13.03.2025 10:56:43","Да","Да","более 3 лет","","Женский","3","4","4","3","5","4","5","3","5","5","4","4","4","1","4","3","4","5","5","5","4","5","5","5","4","2","4","5","4","2","5","","","Стабильность","","","Интерес к работе","Финансовая мотивация","","","","","","",""
"2005071510","13.03.2025 11:23:15","Да","Да","более 3 лет","","Мужской","2","5","4","4","5","1","4","4","5","4","3","4","5","3","4","2","3","3","5","5","5","4","5","5","4","3","4","4","5","4","5","Развитие","","","","","","Финансовая мотивация","","","","","","",""
"2005125406","13.03.2025 12:13:26","Да","Да","более 3 лет","","Мужской","5","5","4","3","5","4","5","4","5","2","2","2","3","3","1","2","3","5","4","4","4","5","5","4","4","4","5","3","5","4","5","Развитие","","","","","","Финансовая мотивация","","Руководство","","","","",""
"2005125513","13.03.2025 12:13:32","Да","Да","1–3 года","22.00","Мужской","5","3","4","4","5","5","4","4","5","5","5","3","3","5","2","4","4","4","4","5","5","5","5","5","5","5","5","3","5","5","5","","Коллектив и атмосфера","Стабильность","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2005134068","13.03.2025 12:21:15","Да","Да","1–3 года","21.00","Женский","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","Корпоративная культура","Интерес к работе","Финансовая мотивация","","","","","","",""
"2005134136","13.03.2025 12:21:18","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005134438","13.03.2025 12:21:35","Да","Да","менее 1 года","19.00","Женский","3","5","5","4","5","4","5","4","5","5","3","5","4","5","5","3","5","4","5","4","5","4","4","5","5","5","5","3","5","4","5","","","","Условия работы","","Интерес к работе","","Баланс работы и личной жизни","","","","","",""
"2005134521","13.03.2025 12:21:40","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005135179","13.03.2025 12:22:18","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005135194","13.03.2025 12:22:19","Да","Да","1–3 года","123456.00","Предпочитаю не указывать","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","Корпоративная культура","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","Руководство","","","","",""
"2005135291","13.03.2025 12:22:24","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005135532","13.03.2025 12:22:38","Да","Да","менее 1 года","18.00","Женский","5","5","5","4","5","5","4","4","5","5","5","4","4","5","5","5","5","5","5","5","4","5","5","5","5","5","4","4","5","5","5","Развитие","Коллектив и атмосфера","","","","Интерес к работе","","Баланс работы и личной жизни","","","","","",""
"2005135911","13.03.2025 12:22:59","Да","Да","1–3 года","1212234.00","Мужской","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","Развитие","Коллектив и атмосфера","Стабильность","Условия работы","Корпоративная культура","Интерес к работе","Финансовая мотивация","Баланс работы и личной жизни","Руководство","","","","",""
"2005136933","13.03.2025 12:23:56","Да","Да","1–3 года","20.00","Женский","5","3","4","4","5","3","4","4","3","4","3","4","4","3","4","3","4","4","4","4","3","3","3","4","3","5","5","4","3","4","4","","","","Условия работы","","Интерес к работе","","","","","","","",""
"2005138384","13.03.2025 12:25:13","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138457","13.03.2025 12:25:16","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138527","13.03.2025 12:25:22","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138656","13.03.2025 12:25:27","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138703","13.03.2025 12:25:30","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138762","13.03.2025 12:25:34","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138848","13.03.2025 12:25:38","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138905","13.03.2025 12:25:42","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005138973","13.03.2025 12:25:45","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005139073","13.03.2025 12:25:50","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005139476","13.03.2025 12:26:14","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005139558","13.03.2025 12:26:19","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005139617","13.03.2025 12:26:22","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005139675","13.03.2025 12:26:25","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005141279","13.03.2025 12:27:55","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005143921","13.03.2025 12:30:21","Да","Да","менее 1 года","20.00","Мужской","4","2","3","2","4","5","4","3","3","4","3","5","4","3","3","2","3","2","4","5","5","3","3","4","3","4","4","5","5","4","4","Развитие","Коллектив и атмосфера","","","","","","","","","","","",""
"2005146820","13.03.2025 12:32:55","Да","Да","1–3 года","21.00","Мужской","2","4","3","2","5","4","4","4","4","4","3","4","5","5","3","3","4","4","3","4","3","4","4","5","4","5","5","5","5","5","5","","","Стабильность","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2005150094","13.03.2025 12:35:54","Да","Да","1–3 года","20.00","Мужской","4","3","4","4","4","4","5","5","5","4","3","5","5","5","5","3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","","Коллектив и атмосфера","","Условия работы","","","Финансовая мотивация","Баланс работы и личной жизни","","","","","",""
"2005150403","13.03.2025 12:36:12","Да","Нет","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2005152020","13.03.2025 12:37:41","Да","Да","менее 1 года","19.00","Женский","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","4","4","4","Развитие","","Стабильность","Условия работы","","","Финансовая мотивация","","","","","","",""
